Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
ACTS,BOOLC_3,0,12,16.0,2,,
PICT w SEEDS,BOOLC_3,0,33,52.0,3,,
PICT,BOOLC_3,100,33,59.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,46.0,3,,
ACTS,BOOLC_3,100,33,51.0,3,,
pMEDICI+,BOOLC_3,0,34,162.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,36,196.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,37,199.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,36,176.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,38,175.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,37,223.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,39,222.0,3,RANDOM,
pMEDICI,BOOLC_3,100,35,214.0,3,RANDOM,
ACTS,BOOLC_3,0,12,15.0,2,,
PICT w SEEDS,BOOLC_3,0,33,51.0,3,,
PICT,BOOLC_3,100,33,60.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,50.0,3,,
ACTS,BOOLC_3,100,33,46.0,3,,
pMEDICI+,BOOLC_3,0,36,174.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,36,189.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,36,169.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,35,205.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,37,184.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,36,213.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,41,253.0,3,RANDOM,
pMEDICI,BOOLC_3,100,37,192.0,3,RANDOM,
ACTS,BOOLC_3,0,12,15.0,2,,
PICT w SEEDS,BOOLC_3,0,33,52.0,3,,
PICT,BOOLC_3,100,33,61.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,53.0,3,,
ACTS,BOOLC_3,100,33,44.0,3,,
pMEDICI+,BOOLC_3,0,37,186.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,38,214.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,37,187.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,37,215.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,38,197.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,38,241.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,39,204.0,3,RANDOM,
pMEDICI,BOOLC_3,100,38,323.0,3,RANDOM,
ACTS,BOOLC_4,0,12,133.0,2,,
PICT w SEEDS,BOOLC_4,0,42,4569.0,3,,
PICT,BOOLC_4,100,39,7135.0,3,,
ACTS w SEEDS,BOOLC_4,0,39,1057.0,3,,
ACTS,BOOLC_4,100,39,1069.0,3,,
pMEDICI+,BOOLC_4,0,41,380.0,3,AS_DECLARED,
pMEDICI,BOOLC_4,100,42,378.0,3,AS_DECLARED,
pMEDICI+,BOOLC_4,0,41,524.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_4,100,40,325.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_4,0,42,364.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_4,100,40,368.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_4,0,41,340.0,3,RANDOM,
pMEDICI,BOOLC_4,100,43,451.0,3,RANDOM,
ACTS,BOOLC_4,0,12,132.0,2,,
PICT w SEEDS,BOOLC_4,0,42,3473.0,3,,
PICT,BOOLC_4,100,39,5772.0,3,,
ACTS w SEEDS,BOOLC_4,0,39,1065.0,3,,
ACTS,BOOLC_4,100,39,1061.0,3,,
pMEDICI+,BOOLC_4,0,42,396.0,3,AS_DECLARED,
pMEDICI,BOOLC_4,100,44,405.0,3,AS_DECLARED,
pMEDICI+,BOOLC_4,0,43,373.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_4,100,41,348.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_4,0,44,397.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_4,100,42,407.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_4,0,42,434.0,3,RANDOM,
pMEDICI,BOOLC_4,100,44,673.0,3,RANDOM,
ACTS,BOOLC_4,0,12,135.0,2,,
PICT w SEEDS,BOOLC_4,0,42,4288.0,3,,
PICT,BOOLC_4,100,39,6008.0,3,,
ACTS w SEEDS,BOOLC_4,0,39,1063.0,3,,
ACTS,BOOLC_4,100,39,1071.0,3,,
pMEDICI+,BOOLC_4,0,41,372.0,3,AS_DECLARED,
pMEDICI,BOOLC_4,100,42,329.0,3,AS_DECLARED,
pMEDICI+,BOOLC_4,0,42,342.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_4,100,39,402.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_4,0,41,360.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_4,100,43,365.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_4,0,41,347.0,3,RANDOM,
pMEDICI,BOOLC_4,100,43,384.0,3,RANDOM,
ACTS,BOOLC_4,0,12,131.0,2,,
PICT w SEEDS,BOOLC_4,0,42,6164.0,3,,
PICT,BOOLC_4,100,39,6024.0,3,,
ACTS w SEEDS,BOOLC_4,0,39,1067.0,3,,
ACTS,BOOLC_4,100,39,1071.0,3,,
pMEDICI+,BOOLC_4,0,44,374.0,3,AS_DECLARED,
pMEDICI,BOOLC_4,100,41,350.0,3,AS_DECLARED,
pMEDICI+,BOOLC_4,0,41,460.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_4,100,42,490.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_4,0,40,399.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_4,100,41,392.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_4,0,41,466.0,3,RANDOM,
pMEDICI,BOOLC_4,100,41,444.0,3,RANDOM,
ACTS,BOOLC_4,0,12,131.0,2,,
PICT w SEEDS,BOOLC_4,0,42,3878.0,3,,
PICT,BOOLC_4,100,39,3963.0,3,,
ACTS w SEEDS,BOOLC_4,0,39,1056.0,3,,
ACTS,BOOLC_4,100,39,1075.0,3,,
pMEDICI+,BOOLC_4,0,40,335.0,3,AS_DECLARED,
pMEDICI,BOOLC_4,100,40,347.0,3,AS_DECLARED,
pMEDICI+,BOOLC_4,0,39,327.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_4,100,41,332.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_4,0,42,428.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_4,100,42,356.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_4,0,40,413.0,3,RANDOM,
pMEDICI,BOOLC_4,100,43,365.0,3,RANDOM,
ACTS,BOOLC_5,0,9,48.0,2,,
PICT w SEEDS,BOOLC_5,0,23,54.0,3,,
PICT,BOOLC_5,100,24,34.0,3,,
ACTS w SEEDS,BOOLC_5,0,24,165.0,3,,
ACTS,BOOLC_5,100,24,166.0,3,,
pMEDICI+,BOOLC_5,0,24,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_5,100,28,15.0,3,AS_DECLARED,
pMEDICI+,BOOLC_5,0,25,5.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_5,100,26,17.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_5,0,23,5.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_5,100,24,17.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_5,0,26,6.0,3,RANDOM,
pMEDICI,BOOLC_5,100,26,16.0,3,RANDOM,
ACTS,BOOLC_5,0,9,47.0,2,,
PICT w SEEDS,BOOLC_5,0,23,31.0,3,,
PICT,BOOLC_5,100,24,32.0,3,,
ACTS w SEEDS,BOOLC_5,0,24,164.0,3,,
ACTS,BOOLC_5,100,24,165.0,3,,
pMEDICI+,BOOLC_5,0,27,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_5,100,26,16.0,3,AS_DECLARED,
pMEDICI+,BOOLC_5,0,26,6.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_5,100,27,16.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_5,0,24,5.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_5,100,25,15.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_5,0,28,5.0,3,RANDOM,
pMEDICI,BOOLC_5,100,24,16.0,3,RANDOM,
ACTS,BOOLC_5,0,9,46.0,2,,
PICT w SEEDS,BOOLC_5,0,23,33.0,3,,
PICT,BOOLC_5,100,24,32.0,3,,
ACTS w SEEDS,BOOLC_5,0,24,164.0,3,,
ACTS,BOOLC_5,100,24,165.0,3,,
pMEDICI+,BOOLC_5,0,25,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_5,100,24,16.0,3,AS_DECLARED,
pMEDICI+,BOOLC_5,0,25,6.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_5,100,27,16.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_5,0,24,5.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_5,100,25,16.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_5,0,27,6.0,3,RANDOM,
pMEDICI,BOOLC_5,100,25,16.0,3,RANDOM,
ACTS,BOOLC_5,0,9,47.0,2,,
PICT w SEEDS,BOOLC_5,0,23,30.0,3,,
PICT,BOOLC_5,100,24,33.0,3,,
ACTS w SEEDS,BOOLC_5,0,24,163.0,3,,
ACTS,BOOLC_5,100,24,163.0,3,,
pMEDICI+,BOOLC_5,0,24,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_5,100,24,16.0,3,AS_DECLARED,
pMEDICI+,BOOLC_5,0,24,5.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_5,100,25,16.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_5,0,24,6.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_5,100,28,16.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_5,0,26,6.0,3,RANDOM,
pMEDICI,BOOLC_5,100,26,16.0,3,RANDOM,
ACTS,BOOLC_5,0,9,52.0,2,,
PICT w SEEDS,BOOLC_5,0,23,31.0,3,,
PICT,BOOLC_5,100,24,31.0,3,,
ACTS w SEEDS,BOOLC_5,0,24,161.0,3,,
ACTS,BOOLC_5,100,24,165.0,3,,
pMEDICI+,BOOLC_5,0,26,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_5,100,25,16.0,3,AS_DECLARED,
pMEDICI+,BOOLC_5,0,24,5.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_5,100,27,15.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_5,0,25,5.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_5,100,27,15.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_5,0,28,7.0,3,RANDOM,
pMEDICI,BOOLC_5,100,24,16.0,3,RANDOM,
ACTS,BOOLC_6,0,8,4.0,2,,
PICT w SEEDS,BOOLC_6,0,18,36.0,3,,
PICT,BOOLC_6,100,15,30.0,3,,
ACTS w SEEDS,BOOLC_6,0,13,6.0,3,,
ACTS,BOOLC_6,100,13,6.0,3,,
pMEDICI+,BOOLC_6,0,17,2.0,3,AS_DECLARED,
pMEDICI,BOOLC_6,100,18,13.0,3,AS_DECLARED,
pMEDICI+,BOOLC_6,0,20,2.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_6,100,19,13.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_6,0,18,1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_6,100,15,15.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_6,0,17,1.0,3,RANDOM,
pMEDICI,BOOLC_6,100,19,13.0,3,RANDOM,
ACTS,BOOLC_6,0,8,4.0,2,,
PICT w SEEDS,BOOLC_6,0,18,29.0,3,,
PICT,BOOLC_6,100,15,27.0,3,,
ACTS w SEEDS,BOOLC_6,0,13,6.0,3,,
ACTS,BOOLC_6,100,13,6.0,3,,
pMEDICI+,BOOLC_6,0,20,2.0,3,AS_DECLARED,
pMEDICI,BOOLC_6,100,16,13.0,3,AS_DECLARED,
pMEDICI+,BOOLC_6,0,20,1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_6,100,19,12.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_6,0,19,1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_6,100,18,11.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_6,0,19,2.0,3,RANDOM,
pMEDICI,BOOLC_6,100,17,11.0,3,RANDOM,
ACTS,BOOLC_6,0,8,4.0,2,,
PICT w SEEDS,BOOLC_6,0,18,27.0,3,,
PICT,BOOLC_6,100,15,27.0,3,,
ACTS w SEEDS,BOOLC_6,0,13,5.0,3,,
ACTS,BOOLC_6,100,13,5.0,3,,
pMEDICI+,BOOLC_6,0,18,1.0,3,AS_DECLARED,
pMEDICI,BOOLC_6,100,18,11.0,3,AS_DECLARED,
pMEDICI+,BOOLC_6,0,19,1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_6,100,18,12.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_6,0,17,6.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_6,100,20,11.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_6,0,17,2.0,3,RANDOM,
pMEDICI,BOOLC_6,100,19,11.0,3,RANDOM,
ACTS,BOOLC_6,0,8,4.0,2,,
PICT w SEEDS,BOOLC_6,0,18,27.0,3,,
PICT,BOOLC_6,100,15,27.0,3,,
ACTS w SEEDS,BOOLC_6,0,13,6.0,3,,
ACTS,BOOLC_6,100,13,6.0,3,,
pMEDICI+,BOOLC_6,0,17,2.0,3,AS_DECLARED,
pMEDICI,BOOLC_6,100,18,11.0,3,AS_DECLARED,
pMEDICI+,BOOLC_6,0,19,1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_6,100,17,12.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_6,0,19,2.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_6,100,16,12.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_6,0,17,2.0,3,RANDOM,
pMEDICI,BOOLC_6,100,16,11.0,3,RANDOM,
ACTS,BOOLC_6,0,8,4.0,2,,
PICT w SEEDS,BOOLC_6,0,18,27.0,3,,
PICT,BOOLC_6,100,15,28.0,3,,
ACTS w SEEDS,BOOLC_6,0,13,6.0,3,,
ACTS,BOOLC_6,100,13,6.0,3,,
pMEDICI+,BOOLC_6,0,18,1.0,3,AS_DECLARED,
pMEDICI,BOOLC_6,100,19,10.0,3,AS_DECLARED,
pMEDICI+,BOOLC_6,0,18,1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_6,100,19,11.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_6,0,17,1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_6,100,18,11.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_6,0,17,2.0,3,RANDOM,
pMEDICI,BOOLC_6,100,19,11.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,23,35.0,3,,
PICT,BOOLC_7,100,22,32.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,2.0,3,,
pMEDICI+,BOOLC_7,0,24,4.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,27,15.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,28,4.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,25,14.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,27,4.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,27,14.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,28,5.0,3,RANDOM,
pMEDICI,BOOLC_7,100,26,14.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,23,30.0,3,,
PICT,BOOLC_7,100,22,29.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,26,4.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,27,15.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,27,4.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,26,18.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,27,4.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,26,15.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,26,4.0,3,RANDOM,
pMEDICI,BOOLC_7,100,25,15.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,23,28.0,3,,
PICT,BOOLC_7,100,22,28.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,26,4.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,27,14.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,28,4.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,28,14.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,25,4.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,28,15.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,27,4.0,3,RANDOM,
pMEDICI,BOOLC_7,100,28,17.0,3,RANDOM,
ACTS,BOOLC_7,0,10,0.0,2,,
PICT w SEEDS,BOOLC_7,0,23,30.0,3,,
PICT,BOOLC_7,100,22,30.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,26,4.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,28,16.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,25,4.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,25,15.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,27,5.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,30,16.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,26,4.0,3,RANDOM,
pMEDICI,BOOLC_7,100,26,15.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,23,28.0,3,,
PICT,BOOLC_7,100,22,28.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,25,4.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,27,13.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,27,4.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,26,15.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,26,4.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,28,16.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,26,4.0,3,RANDOM,
pMEDICI,BOOLC_7,100,26,14.0,3,RANDOM,
ACTS,BOOLC_8,0,11,953.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,10673.0,3,,
ACTS,BOOLC_8,100,28,10718.0,3,,
pMEDICI+,BOOLC_8,0,27,105.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,26,127.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,26,114.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,28,131.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,25,113.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,27,124.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,28,123.0,3,RANDOM,
pMEDICI,BOOLC_8,100,29,135.0,3,RANDOM,
ACTS,BOOLC_8,0,11,905.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,10835.0,3,,
ACTS,BOOLC_8,100,28,10673.0,3,,
pMEDICI+,BOOLC_8,0,25,101.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,27,131.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,27,103.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,27,129.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,25,109.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,27,131.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,26,97.0,3,RANDOM,
pMEDICI,BOOLC_8,100,26,124.0,3,RANDOM,
ACTS,BOOLC_8,0,11,909.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,10691.0,3,,
ACTS,BOOLC_8,100,28,10696.0,3,,
pMEDICI+,BOOLC_8,0,26,103.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,27,118.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,25,105.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,27,126.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,25,108.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,25,123.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,26,111.0,3,RANDOM,
pMEDICI,BOOLC_8,100,26,118.0,3,RANDOM,
ACTS,BOOLC_8,0,11,915.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,10688.0,3,,
ACTS,BOOLC_8,100,28,10706.0,3,,
pMEDICI+,BOOLC_8,0,26,105.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,26,131.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,27,108.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,28,122.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,26,107.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,26,133.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,27,101.0,3,RANDOM,
pMEDICI,BOOLC_8,100,28,122.0,3,RANDOM,
ACTS,BOOLC_8,0,11,920.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,10670.0,3,,
ACTS,BOOLC_8,100,28,10710.0,3,,
pMEDICI+,BOOLC_8,0,26,99.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,27,123.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,26,104.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,28,131.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,26,105.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,26,125.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,28,99.0,3,RANDOM,
pMEDICI,BOOLC_8,100,27,118.0,3,RANDOM,
ACTS,BOOLC_9,0,11,274.0,2,,
PICT w SEEDS,BOOLC_9,0,33,17392.0,3,,
PICT,BOOLC_9,100,34,49444.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,1868.0,3,,
ACTS,BOOLC_9,100,34,1866.0,3,,
pMEDICI+,BOOLC_9,0,35,45.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,34,54.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,36,40.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,34,54.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,36,42.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,36,56.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,34,42.0,3,RANDOM,
pMEDICI,BOOLC_9,100,37,55.0,3,RANDOM,
ACTS,BOOLC_9,0,11,267.0,2,,
PICT w SEEDS,BOOLC_9,0,33,17177.0,3,,
PICT,BOOLC_9,100,34,40249.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,1865.0,3,,
ACTS,BOOLC_9,100,34,1896.0,3,,
pMEDICI+,BOOLC_9,0,35,39.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,35,55.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,36,41.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,36,53.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,36,43.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,37,56.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,35,44.0,3,RANDOM,
pMEDICI,BOOLC_9,100,34,54.0,3,RANDOM,
ACTS,BOOLC_9,0,11,266.0,2,,
PICT w SEEDS,BOOLC_9,0,33,19867.0,3,,
PICT,BOOLC_9,100,34,27448.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,1875.0,3,,
ACTS,BOOLC_9,100,34,1857.0,3,,
pMEDICI+,BOOLC_9,0,39,46.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,38,55.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,37,46.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,36,53.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,35,44.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,37,59.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,36,43.0,3,RANDOM,
pMEDICI,BOOLC_9,100,40,59.0,3,RANDOM,
ACTS,BOOLC_9,0,11,267.0,2,,
PICT w SEEDS,BOOLC_9,0,33,6311.0,3,,
PICT,BOOLC_9,100,34,43181.0,3,,
